city_id,city_name_cn,province_name,metric_year,field_name,collection_status,evidence_source_doc_ids,searched_channels,result,next_action
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2024,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-GDP-2024-2025;SRC-EVIDENCE-MISSING-XPCC-GDP-REPORT-2025;SRC-EVIDENCE-MISSING-XPCC-GDP-INDEX-2026;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团统计局统计公报和统计资料库；兵团官方新闻门户；交易所公开评级报告,兵团统计局公报目录及交易所公开评级材料仅取得2024年前三季度、2025年上半年/前三季度等阶段性GDP数据；评级材料明确未披露2024全年度经济数据，亦未取得2025全年GDP总量/实际增速。阶段性数据不能代替年度值。,若取得兵团统计局正式年度公报或年鉴，再补录全年值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2024,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-FINANCE-INDEX;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团财政局预决算公开和信息公开目录；兵团统计局/财政局官方页面；交易所公开评级报告,兵团财政局公开目录和官方评级资料显示，2021年后未继续公开可定位的全兵团年度财政信息；2022年上半年收入、预算数或自治区代编的兵团债务收支不能代替全年度全兵团一般预算收支。,若取得兵团财政局正式年度决算或预算执行表，再补录全兵团值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2024,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-FINANCE-INDEX;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团财政局预决算公开和信息公开目录；兵团统计局/财政局官方页面；交易所公开评级报告,兵团财政局公开目录和官方评级资料显示，2021年后未继续公开可定位的全兵团年度财政信息；2022年上半年收入、预算数或自治区代编的兵团债务收支不能代替全年度全兵团一般预算收支。,若取得兵团财政局正式年度决算或预算执行表，再补录全兵团值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2025,gdp_current_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-GDP-2024-2025;SRC-EVIDENCE-MISSING-XPCC-GDP-REPORT-2025;SRC-EVIDENCE-MISSING-XPCC-GDP-INDEX-2026;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团统计局统计公报和统计资料库；兵团官方新闻门户；交易所公开评级报告,兵团统计局公报目录及交易所公开评级材料仅取得2024年前三季度、2025年上半年/前三季度等阶段性GDP数据；评级材料明确未披露2024全年度经济数据，亦未取得2025全年GDP总量/实际增速。阶段性数据不能代替年度值。,若取得兵团统计局正式年度公报或年鉴，再补录全年值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2025,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-GDP-2024-2025;SRC-EVIDENCE-MISSING-XPCC-GDP-REPORT-2025;SRC-EVIDENCE-MISSING-XPCC-GDP-INDEX-2026;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团统计局统计公报和统计资料库；兵团官方新闻门户；交易所公开评级报告,兵团统计局公报目录及交易所公开评级材料仅取得2024年前三季度、2025年上半年/前三季度等阶段性GDP数据；评级材料明确未披露2024全年度经济数据，亦未取得2025全年GDP总量/实际增速。阶段性数据不能代替年度值。,若取得兵团统计局正式年度公报或年鉴，再补录全年值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2025,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-FINANCE-INDEX;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团财政局预决算公开和信息公开目录；兵团统计局/财政局官方页面；交易所公开评级报告,兵团财政局公开目录和官方评级资料显示，2021年后未继续公开可定位的全兵团年度财政信息；2022年上半年收入、预算数或自治区代编的兵团债务收支不能代替全年度全兵团一般预算收支。,若取得兵团财政局正式年度决算或预算执行表，再补录全兵团值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2025,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-FINANCE-INDEX;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团财政局预决算公开和信息公开目录；兵团统计局/财政局官方页面；交易所公开评级报告,兵团财政局公开目录和官方评级资料显示，2021年后未继续公开可定位的全兵团年度财政信息；2022年上半年收入、预算数或自治区代编的兵团债务收支不能代替全年度全兵团一般预算收支。,若取得兵团财政局正式年度决算或预算执行表，再补录全兵团值；当前保持 null。
CN-133100,雄安新区,河北省,2024,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-XIONGAN-GDP-STATUS;SRC-EVIDENCE-MISSING-XIONGAN-STATISTICS-INDEX-2026;SRC-EVIDENCE-MISSING-XIONGAN-DECISION,中国雄安官网统计信息和站内检索；雄安新区财政预决算公开专栏；河北省及新区公开报告,中国雄安官网统计信息目录及公开材料可核验到‘十四五’期间GDP年均增长17.1%、固定资产投资和外贸等指标，但未找到该年度新区全域GDP总量或按不变价格计算的实际增速；财政决算公开专栏不产生GDP数值。网络文章按河北省市级合计差额推算的数值不具备全域官方表格血缘，不能入表。,若公开新区年度统计公报或全域GDP正式表格，再补录并复核；当前保持 null。
CN-133100,雄安新区,河北省,2025,gdp_current_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XIONGAN-GDP-STATUS;SRC-EVIDENCE-MISSING-XIONGAN-STATISTICS-INDEX-2026;SRC-EVIDENCE-MISSING-XIONGAN-DECISION,中国雄安官网统计信息和站内检索；雄安新区财政预决算公开专栏；河北省及新区公开报告,中国雄安官网统计信息目录及公开材料可核验到‘十四五’期间GDP年均增长17.1%、固定资产投资和外贸等指标，但未找到该年度新区全域GDP总量或按不变价格计算的实际增速；财政决算公开专栏不产生GDP数值。网络文章按河北省市级合计差额推算的数值不具备全域官方表格血缘，不能入表。,若公开新区年度统计公报或全域GDP正式表格，再补录并复核；当前保持 null。
CN-133100,雄安新区,河北省,2025,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-XIONGAN-GDP-STATUS;SRC-EVIDENCE-MISSING-XIONGAN-STATISTICS-INDEX-2026;SRC-EVIDENCE-MISSING-XIONGAN-DECISION,中国雄安官网统计信息和站内检索；雄安新区财政预决算公开专栏；河北省及新区公开报告,中国雄安官网统计信息目录及公开材料可核验到‘十四五’期间GDP年均增长17.1%、固定资产投资和外贸等指标，但未找到该年度新区全域GDP总量或按不变价格计算的实际增速；财政决算公开专栏不产生GDP数值。网络文章按河北省市级合计差额推算的数值不具备全域官方表格血缘，不能入表。,若公开新区年度统计公报或全域GDP正式表格，再补录并复核；当前保持 null。
CN-371200,莱芜市,山东省,2019,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-LAIWU-YEARBOOK;SRC-EVIDENCE-MISSING-LAIWU-2018-REPORT,济南市统计局官方年鉴页面及2020年年鉴附件；济南市政府官方2019年工作/计划报告；中国城市统计年鉴公开目录,济南市2020年官方年鉴附件确认2019年莱芜全域GDP为871.60亿元，但该分地区表未列全域实际增速；官方报告可定位到的7.2%是原莱芜市2018年增速，不是2019年。合并后的莱芜区/钢城区增速不能直接代表原地级莱芜市全域，故不作口径推算。,若取得2019年原莱芜全域按不变价格计算的官方实际增速，再补录；当前保持 null。
CN-540600,那曲市,西藏自治区,2019,statutory_debt_balance_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-NAQU-2019-AUDIT;SRC-EVIDENCE-MISSING-NAQU-2019-BUDGET;SRC-EVIDENCE-MISSING-NAQU-2019-RATING,西藏自治区财政预算执行报告；那曲市2019年度财政决算审计公告；西藏自治区政府债务公开表；B2评级报告精确表格/注释,自治区报告只披露全区2019年债务限额和余额；那曲市审计公告披露财政收支及基金收支但未披露债务余额；公开评级报告明确注明未取得2019年那曲市政府债务余额。未找到全市年末可审计数值。,继续等待或申请那曲市/西藏自治区财政部门公开2019年地市债务决算表；不得用2018、2020或图表估读值推算。
CN-620900,酒泉市,甘肃省,2025,statutory_debt_balance_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-JIUQUAN-2025-BUDGET;SRC-EVIDENCE-MISSING-JIUQUAN-2025-EXECUTION;SRC-EVIDENCE-MISSING-JIUQUAN-2025-DEBT-BRIEF,酒泉市财政局2025年市级预算公开；酒泉市财政局2025年度财政预算执行情况；酒泉市财政局2025年债务简报；甘肃省财政厅2025年债务汇总表,酒泉市官方年度预算和执行页面公开一般预算、政府性基金及市级债务预算资料，但未公开2025年末全市（含县市区）法定债务余额；2025年债务简报截至10月，亦非年末决算口径；甘肃省级汇总表只到全省及市县合计。,等待酒泉市2025年度决算及全市债务限额余额表公开；不得以市本级预算或2024年末余额代填全市2025年末值。
